20:30:11.633715	      0      1473285     12134204
20:41:11.627163	      0      1483267     12239548
20:45:11.631726	      0      1483267     12283208
20:50:11.635809	      0      1493338     12332948
21:00:11.634473	      0      1503320     12432284
21:05:11.634124	      0      1513332     12481976
21:10:11.633048	      0      1523403     12531716
21:15:11.633537	      0      1533355     12581360
21:20:11.631948	      0      1543367     12631052
21:30:11.630932	      0      1553349     12730388
21:35:11.631431	      0      1563390     12780104
21:46:11.626829	      0      1573372     12885448
21:50:11.632250	      0      1573372     12929108
21:55:11.631661	      0      1583354     12978776
22:00:11.634569	      0      1593395     13028492
22:11:11.627125	      0      1603377     13133836
22:20:11.631860	      0      1603377     13227164
22:25:11.635103	      0      1613418     13276880
22:36:11.627641	      0      1623400     13382224
22:40:11.634476	      0      1623400     13425884
22:45:11.632874	      0      1633471     13475624
22:56:11.627586	      0      1643453     13580968
23:05:11.634868	      0      1643453     13674296
23:10:11.631568	      0      1653494     13724012
23:21:11.626641	      0      1663476     13829356
23:30:11.634232	      0      1663476     13922684
23:35:11.632237	      0      1673517     13972400
23:46:11.627642	      0      1683499     14077744
23:55:11.635272	      0      1683499     14171072
00:00:11.635217	      0      1693540     14220788
00:05:11.634356	      0      1703522     14270456
00:10:06.358140	      0      1713537     14311416
